Rk,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G??
66,1,23.0,0.8748496716743296,74,33.1,5.5,11.7,L,3.1,H,8.6,2.7,3.2,1.3,5.4,6.7,2.2,0.9,0.5,1.4,2.0,14.7
67,5,22.0,0.8748496716743296,76,36.7,5.3,12.6,L,4.9,H,7.8,2.4,3.0,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5
68,5,23.0,0.9985657868605985,79,32.2,5.2,12.3,M,5.7,H,6.6,2.2,2.5,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5
69,5,25.0,1.1222819020468673,1,28.7,5.2,12.0,L,4.0,H,8.0,2.6,3.3,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4
70,1,20.0,0.7098948514259712,72,28.4,5.2,12.3,L,3.4,H,8.9,2.8,3.3,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3
71,5,35.0,0.9985657868605985,5,26.9,4.8,11.9,L,4.4,H,7.5,3.1,3.4,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2
72,4,25.0,0.7511335564880608,73,31.6,4.9,11.1,L,5.0,H,6.2,2.7,3.3,1.0,4.2,5.1,1.8,1.7,0.5,1.1,2.7,14.2
73,0,26.0,0.7511335564880608,43,29.1,5.7,9.3,L,0.0,H,9.3,2.9,4.5,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2
74,3,29.0,0.7098948514259712,72,32.8,5.8,12.2,L,2.8,H,9.3,1.7,2.3,0.8,3.1,3.8,5.8,1.0,0.2,2.6,2.6,14.1
75,4,26.0,1.039804491922688,80,35.7,5.1,11.8,L,3.7,H,8.1,2.5,3.4,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1
76,1,20.0,0.8748496716743296,72,31.7,5.8,11.8,L,0.5,H,11.4,2.3,3.0,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2.0,14.1
77,3,31.0,0.4212239159913439,63,32.4,4.9,11.9,L,4.3,H,7.6,2.8,3.2,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1
78,3,28.0,0.7923722615501504,15,30.0,5.1,10.5,L,2.9,H,7.6,2.6,3.1,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0
79,1,25.0,1.0810431969847776,81,34.7,5.0,10.1,L,3.2,H,6.9,2.8,4.1,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,14.0
80,5,20.0,1.1222819020468673,33,28.0,5.3,11.7,L,3.9,H,7.8,2.0,2.5,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0
81,5,19.0,0.8748496716743296,51,27.7,4.8,11.4,L,3.8,H,7.6,2.8,3.4,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,13.8
82,5,30.0,1.0810431969847776,81,33.8,5.4,12.6,L,3.5,H,9.1,2.0,2.5,0.5,2.8,3.3,4.7,1.9,0.5,2.5,2.1,13.8
83,0,30.0,0.6686561463638816,71,32.1,5.2,8.5,L,0.1,H,8.4,3.3,6.7,3.4,8.4,11.8,1.4,1.0,1.6,2.3,3.1,13.7
84,4,27.0,0.25626909574298545,51,29.5,5.2,10.7,L,4.1,H,6.6,1.5,2.2,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7
85,0,31.0,0.83361096661224,74,30.1,5.8,10.2,L,0.0,H,10.2,1.9,2.8,3.0,6.9,9.9,1.4,0.6,1.3,1.6,2.6,13.5
86,5,24.0,-0.9808920561197029,3,25.7,4.4,10.8,L,2.5,H,8.2,3.4,4.5,0.5,3.0,3.5,2.0,0.6,0.1,1.6,2.3,13.3
87,3,19.0,1.039804491922688,48,28.2,4.9,12.0,L,4.6,H,7.3,1.8,2.4,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2
88,4,35.0,-2.218053207982391,0,42.0,6.0,14.0,L,2.0,H,12.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,13.0
89,5,30.0,0.6686561463638816,57,33.4,5.0,11.3,L,3.4,H,7.9,1.5,1.8,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8
90,4,27.0,-1.4345178118026884,0,18.2,5.4,10.3,L,0.5,H,9.8,1.9,2.5,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8
91,4,25.0,0.5037013261155231,49,28.4,4.1,10.6,M,7.2,M,3.4,2.1,2.6,1.0,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8
92,3,32.0,-0.9396533510576132,32,32.1,4.4,11.2,L,3.2,H,8.0,3.1,3.5,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,12.8
93,3,19.0,0.5449400311776127,66,30.4,4.8,13.3,L,3.4,H,9.9,2.1,3.1,0.5,2.9,3.4,5.5,1.0,0.5,3.2,2.1,12.8
94,0,23.0,0.21503039068089586,59,26.0,5.1,8.9,L,0.0,H,8.9,2.7,3.6,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8
95,4,30.0,1.0810431969847776,81,35.3,4.4,10.6,M,6.2,M,4.4,1.6,2.0,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7
96,0,27.0,0.9160883767364192,77,33.7,4.6,6.6,L,0.0,H,6.6,3.5,8.0,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7
97,0,23.0,1.1222819020468673,1,21.0,5.0,8.8,L,0.3,H,8.5,2.4,3.1,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7
98,4,22.0,-1.9706209776098536,7,29.3,4.7,8.7,L,1.0,H,7.7,2.9,4.1,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7
99,1,26.0,0.9573270817985089,78,32.1,5.3,11.1,L,2.4,H,8.8,1.2,1.6,1.8,5.0,6.8,0.8,0.5,1.9,1.4,2.7,12.6
100,3,27.0,0.9160883767364192,53,29.1,5.2,12.6,L,2.2,H,10.4,1.6,2.3,0.6,3.4,4.0,6.5,1.1,0.3,2.3,1.7,12.6
101,1,26.0,0.5037013261155231,64,25.3,5.2,9.3,L,0.0,H,9.3,2.0,3.3,3.5,5.2,8.7,1.2,0.5,0.9,1.4,2.5,12.5
102,5,29.0,0.9573270817985089,78,33.9,4.2,10.9,M,6.7,M,4.2,1.6,1.9,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,12.5
103,5,30.0,0.9160883767364192,77,30.7,4.6,11.0,M,6.6,M,4.4,0.6,0.9,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4
104,1,30.0,0.7923722615501504,73,32.4,4.6,10.1,L,3.5,H,6.6,2.0,2.6,1.5,4.5,6.0,1.9,1.0,0.4,1.1,1.6,12.3
105,5,21.0,0.8748496716743296,76,32.1,4.7,10.1,L,3.9,H,6.2,1.4,1.8,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3
106,4,34.0,1.0810431969847776,81,33.4,4.7,10.6,L,3.9,H,6.7,1.5,1.8,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,12.2
107,1,30.0,0.9985657868605985,1,21.3,4.2,9.8,M,5.8,M,4.0,1.5,2.0,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2
108,3,29.0,0.7923722615501504,73,34.1,4.4,10.0,L,4.2,M,5.7,1.5,2.0,0.8,3.2,4.0,3.5,1.1,0.2,1.4,2.0,12.1
109,0,31.0,-0.3210727751262691,18,23.3,5.2,10.7,L,0.0,H,10.7,1.5,2.4,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,12.0
110,1,26.0,0.3799852109292543,45,25.5,4.8,11.2,L,2.4,H,8.8,1.7,2.3,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,12.0
111,3,33.0,0.7098948514259712,72,27.5,4.9,9.9,L,0.9,H,9.0,1.8,2.4,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,11.9
112,3,29.0,0.7098948514259712,72,35.2,4.9,10.9,L,2.4,H,8.5,1.2,2.1,1.1,5.0,6.0,11.7,2.0,0.1,3.9,2.4,11.9
113,4,27.0,0.5861787362397024,21,27.2,4.3,9.0,L,4.0,M,5.0,1.5,2.3,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8
114,4,28.0,0.3799852109292543,24,22.9,4.0,9.9,M,6.0,M,3.9,1.5,1.9,0.4,2.3,2.7,1.0,0.8,0.5,1.1,2.2,11.8
115,1,24.0,0.4624626210534335,38,24.9,3.8,9.2,M,5.2,M,4.0,2.2,2.7,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8
116,4,23.0,0.4624626210534335,59,30.9,4.5,9.6,L,3.2,H,6.3,1.5,2.0,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7
117,4,29.0,1.039804491922688,41,28.2,4.4,10.3,L,2.7,H,7.6,2.1,2.8,0.9,3.2,4.2,1.7,0.7,0.5,1.2,2.1,11.7
118,5,27.0,0.9573270817985089,13,26.3,3.8,9.3,L,2.9,H,6.4,3.1,3.7,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7
119,1,29.0,1.0810431969847776,81,28.9,4.2,9.2,M,4.7,M,4.6,1.5,1.8,1.6,4.9,6.4,1.4,0.7,1.0,0.8,1.6,11.7
120,4,26.0,0.83361096661224,68,27.8,4.3,9.7,L,4.1,M,5.6,1.6,2.0,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6
121,4,22.0,0.83361096661224,73,30.3,4.5,9.6,L,3.6,H,6.0,1.3,1.7,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6
122,3,24.0,-0.032401839691641794,37,30.5,4.6,10.3,L,1.0,H,9.3,2.0,3.0,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3.0,11.5
123,4,25.0,-1.805666157361495,4,27.6,4.5,10.5,L,4.1,H,6.5,1.3,1.9,1.1,4.5,5.6,2.3,0.7,0.3,1.5,2.2,11.4
124,1,21.0,1.0810431969847776,60,28.2,4.4,10.3,L,0.4,H,9.9,2.4,3.3,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3.0,11.3
125,4,26.0,0.9985657868605985,39,26.8,4.1,9.5,L,4.3,M,5.2,1.4,1.7,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2
126,5,26.0,-0.9808920561197029,0,19.9,4.0,8.7,L,3.7,M,5.0,1.9,2.2,0.4,1.4,1.8,0.9,0.4,0.1,1.0,1.2,11.1
127,0,21.0,0.5037013261155231,62,29.3,4.6,8.8,L,0.0,H,8.7,2.0,3.4,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1
128,5,24.0,0.9160883767364192,39,25.5,3.4,9.4,M,6.3,L,3.1,1.9,2.3,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,11.0
129,4,29.0,-1.1870855814301509,22,30.2,4.0,10.4,M,4.5,M,5.8,1.2,1.9,1.2,3.5,4.7,1.0,1.7,0.2,1.1,2.4,11.0
130,3,22.0,1.039804491922688,6,20.3,4.1,9.8,L,3.0,H,6.8,1.8,2.3,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,11.0
131,4,22.0,-0.3210727751262691,4,22.8,4.7,9.4,L,1.5,H,7.9,1.0,1.4,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,11.0
132,3,31.0,0.7923722615501504,16,22.5,4.3,9.6,L,3.5,H,6.1,1.0,1.3,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9
133,3,21.0,0.7511335564880608,69,29.4,4.4,10.0,L,1.3,H,8.7,1.5,2.6,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,10.7
134,3,23.0,0.3799852109292543,0,21.3,4.1,9.9,L,4.0,M,5.9,1.0,1.3,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6
135,3,27.0,-0.4035501852504483,23,26.6,4.4,10.8,L,2.3,H,8.5,1.2,1.4,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,10.6
136,4,23.0,1.1222819020468673,0,20.5,3.9,8.3,L,1.9,H,6.5,2.3,3.0,1.2,2.0,3.3,0.6,0.3,0.1,0.9,1.1,10.5
137,5,27.0,1.0810431969847776,12,28.0,4.2,9.3,L,1.0,H,8.3,1.8,2.2,0.6,4.3,4.9,4.4,1.0,0.3,2.1,1.7,10.5
138,5,27.0,-0.11487924981582101,18,28.9,3.6,8.4,M,4.4,M,4.0,1.3,1.7,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4
139,1,28.0,0.7923722615501504,56,25.4,3.8,8.9,L,3.5,M,5.4,1.5,2.1,1.9,3.5,5.4,0.9,0.7,0.4,1.0,2.3,10.4
140,3,29.0,0.25626909574298545,7,22.5,3.0,7.3,L,2.4,M,4.8,3.6,4.3,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3.0,10.3
141,5,23.0,1.0810431969847776,8,26.0,3.8,8.4,L,3.5,M,4.9,1.2,1.4,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3
142,0,27.0,1.1222819020468673,82,27.1,4.4,8.1,L,0.0,H,8.1,1.6,2.0,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3
143,1,23.0,1.0810431969847776,73,23.6,4.3,10.0,L,1.3,H,8.7,1.3,2.0,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,10.3
144,0,19.0,0.21503039068089586,30,22.8,4.4,8.8,L,0.2,H,8.6,1.5,2.0,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3
145,4,25.0,1.1222819020468673,82,28.5,3.6,8.8,L,4.3,M,4.5,1.4,1.9,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2
146,5,29.0,0.5449400311776127,7,24.6,3.6,9.3,L,4.4,M,5.0,1.7,2.0,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,10.2
147,0,26.0,1.1222819020468673,39,27.1,3.8,7.1,L,0.2,H,6.8,2.5,3.0,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,10.1
148,3,25.0,0.8748496716743296,76,30.6,2.9,7.7,L,2.5,M,5.2,3.5,4.1,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,10.1
149,4,35.0,0.8748496716743296,45,28.8,3.5,9.1,L,4.9,M,4.3,1.5,1.8,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0
150,0,20.0,1.039804491922688,55,21.7,3.8,7.5,L,1.1,H,6.5,1.9,2.4,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0
151,0,24.0,0.5861787362397024,8,20.2,3.7,8.1,L,3.0,M,5.0,1.4,1.9,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,10.0
152,3,27.0,0.6686561463638816,63,28.7,3.6,8.4,L,4.4,M,4.0,0.8,1.2,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9
153,4,24.0,0.7511335564880608,7,23.9,3.7,8.6,M,4.6,M,3.9,0.7,0.8,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,9.9
154,3,29.0,1.1222819020468673,5,20.3,3.4,7.2,L,1.4,H,5.9,2.6,3.5,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9
155,1,32.0,-0.7746985308092548,12,15.8,3.9,6.9,L,0.4,H,6.6,1.9,2.5,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8
156,5,31.0,-0.6097437105608964,2,20.2,3.8,8.1,L,2.5,M,5.6,1.2,1.4,0.3,1.8,2.1,1.2,0.5,0.0,0.7,1.4,9.8
157,5,24.0,0.9160883767364192,17,28.0,3.5,8.8,M,5.1,M,3.7,0.9,1.2,0.7,2.8,3.5,1.3,0.5,0.3,1.0,2.4,9.8
158,5,24.0,0.9573270817985089,15,27.6,3.6,9.1,L,3.1,M,6.0,1.4,2.0,0.5,2.1,2.6,2.0,1.0,0.2,1.5,1.8,9.8
159,4,21.0,0.9160883767364192,52,26.8,3.3,7.8,L,1.9,M,5.9,2.8,4.2,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,9.7
160,5,28.0,0.25626909574298545,8,18.2,3.5,8.9,L,4.4,M,4.5,1.1,1.3,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,9.7
161,5,38.0,0.13255298055671663,0,19.6,3.4,7.5,L,3.1,M,4.4,1.6,1.9,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,9.6
162,5,30.0,0.9985657868605985,65,29.5,3.7,8.1,L,2.7,M,5.3,1.3,1.5,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6
163,3,31.0,1.039804491922688,31,27.4,3.5,8.5,L,2.7,M,5.9,1.9,2.2,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,9.5
164,4,24.0,1.0810431969847776,4,23.0,3.6,8.0,L,3.2,M,4.8,0.9,1.0,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,9.4
165,0,29.0,0.6686561463638816,71,25.6,3.7,6.3,L,0.0,H,6.3,1.9,3.2,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3
166,5,32.0,0.008836865370447816,13,19.9,2.8,7.6,L,2.5,M,5.1,2.8,3.1,0.3,1.7,2.0,1.1,0.5,0.1,1.0,1.5,9.3
167,4,24.0,1.039804491922688,9,17.9,3.2,7.1,L,1.9,M,5.2,2.4,3.2,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,9.3
168,3,29.0,-1.7644274522994055,10,24.3,3.5,8.3,L,3.8,M,4.6,0.8,0.8,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2
169,1,20.0,0.9573270817985089,37,23.9,3.5,7.4,L,1.8,H,5.6,1.7,2.5,2.0,4.5,6.5,1.6,0.8,0.7,0.8,2.0,9.2
170,1,33.0,0.09131427549462703,11,19.2,3.7,6.7,L,0.1,H,6.7,1.9,3.2,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,9.2
171,5,34.0,1.039804491922688,80,30.0,3.4,7.7,M,5.0,L,2.7,0.6,0.7,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,9.2
172,0,23.0,0.25626909574298545,60,31.7,3.2,5.8,L,0.0,H,5.8,2.6,4.6,3.4,7.5,11.0,1.5,0.7,2.2,1.9,2.7,9.1
173,0,25.0,1.1222819020468673,82,25.4,3.3,6.3,L,0.0,H,6.3,2.6,4.1,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,9.1
174,3,21.0,0.25626909574298545,10,27.3,3.0,8.7,L,4.0,M,4.7,2.1,2.7,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,9.1
175,0,22.0,0.9573270817985089,46,23.3,3.4,8.0,L,0.1,H,7.9,2.2,3.1,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9.0
176,3,21.0,0.09131427549462703,13,19.5,3.1,7.4,L,1.7,M,5.7,2.3,3.4,0.5,2.0,2.5,2.1,0.5,0.2,1.8,1.5,8.9
177,5,30.0,0.5861787362397024,14,22.6,3.3,8.5,L,3.8,M,4.7,1.0,1.3,0.4,2.0,2.4,0.8,0.6,0.3,0.7,1.8,8.9
178,5,23.0,0.5037013261155231,7,21.9,3.4,7.7,L,2.8,M,4.9,1.2,1.7,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2.0,8.9
179,3,29.0,0.13255298055671663,1,22.0,3.2,7.6,L,1.4,M,6.2,2.3,2.7,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9
180,0,28.0,0.7511335564880608,11,20.7,3.8,7.5,L,0.0,H,7.5,1.2,1.7,2.1,4.0,6.2,1.2,0.5,0.5,1.3,2.1,8.8
181,5,23.0,0.4624626210534335,0,18.6,3.5,7.7,L,2.7,M,5.0,1.0,1.3,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8
182,3,29.0,0.25626909574298545,18,20.7,3.0,7.3,L,3.3,M,4.0,1.4,1.6,0.4,1.9,2.3,2.6,1.1,0.1,1.0,2.1,8.7
183,5,28.0,0.7098948514259712,0,19.9,3.2,7.3,L,1.9,M,5.5,1.6,2.0,0.4,2.5,2.9,1.0,0.5,0.3,0.9,1.2,8.7
184,5,23.0,-0.7746985308092548,5,24.0,3.3,6.8,L,2.0,M,4.8,1.4,1.8,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,8.7
185,1,24.0,-0.19735665994000023,11,20.9,3.3,7.3,L,1.6,M,5.8,1.5,2.3,1.2,3.0,4.2,0.8,0.5,0.8,1.0,1.7,8.7
186,1,35.0,0.8748496716743296,76,21.5,3.5,7.9,L,2.1,M,5.8,0.8,1.1,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,8.7
187,0,23.0,0.7511335564880608,60,24.3,3.2,6.0,L,0.1,H,5.8,2.4,3.2,1.9,4.3,6.2,1.0,0.8,0.9,0.9,2.8,8.7
188,0,39.0,0.25626909574298545,60,25.2,3.5,7.2,L,0.0,H,7.2,1.5,2.1,1.9,5.4,7.3,2.7,0.8,1.3,1.5,2.0,8.6
189,1,30.0,0.7511335564880608,55,26.5,3.6,6.8,L,0.0,H,6.8,1.4,2.0,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6
190,3,25.0,-0.11487924981582101,27,20.3,3.5,8.0,L,2.4,M,5.6,0.9,1.2,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6
191,0,31.0,0.8748496716743296,69,26.4,2.9,6.2,L,0.0,H,6.1,2.8,3.6,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6
192,5,24.0,1.039804491922688,4,25.6,3.2,7.3,L,1.4,M,5.9,1.7,2.2,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5
193,1,26.0,0.5037013261155231,27,18.7,3.3,7.0,L,1.6,M,5.3,1.1,1.5,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5
194,3,27.0,1.0810431969847776,3,20.5,3.2,7.6,L,4.0,M,3.6,0.6,0.7,0.3,1.6,2.0,2.8,0.7,0.1,0.9,1.3,8.5
195,5,22.0,0.7511335564880608,35,24.8,2.9,7.5,L,4.5,L,3.0,1.2,1.6,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5
196,5,34.0,0.3799852109292543,57,25.3,3.4,7.3,L,0.7,H,6.7,1.4,2.2,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4
197,1,23.0,0.25626909574298545,10,21.9,3.2,7.1,L,3.7,M,3.4,0.6,0.8,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4
198,3,22.0,-1.9293822725477638,3,18.0,2.8,8.1,L,2.1,M,6.0,2.5,4.6,0.3,2.4,2.6,2.5,0.4,0.0,3.6,1.4,8.4
199,4,25.0,0.5861787362397024,13,19.9,3.3,6.9,L,1.1,H,5.7,1.3,1.6,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2.0,8.3
200,0,21.0,-0.9396533510576132,3,17.1,3.2,7.6,L,0.1,H,7.5,1.9,3.1,2.0,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2
201,1,27.0,0.17379168561880626,5,22.3,2.9,6.5,L,1.8,M,4.6,1.7,2.0,0.6,1.6,2.2,0.9,0.4,0.1,1.0,1.8,8.2
202,3,33.0,-0.5685050054988067,14,18.2,3.2,7.4,L,2.5,M,4.9,0.9,1.0,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2
203,4,19.0,0.7511335564880608,6,23.1,3.1,8.2,L,2.8,M,5.4,1.1,1.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1
204,0,22.0,1.039804491922688,80,25.2,3.3,5.3,L,0.0,H,5.3,1.4,2.5,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0
205,4,30.0,1.1222819020468673,80,31.0,2.9,7.1,L,2.5,M,4.6,1.3,1.7,2.0,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8.0
206,1,30.0,1.0810431969847776,41,25.9,2.9,6.0,L,2.9,M,3.1,0.9,1.2,0.7,2.9,3.5,2.1,0.9,0.2,1.0,2.3,7.9
207,0,24.0,0.17379168561880626,15,17.6,3.3,6.4,L,0.9,H,5.5,1.1,1.2,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9
208,1,32.0,0.008836865370447816,5,16.4,3.2,6.1,L,0.0,H,6.1,1.3,1.7,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8
209,5,28.0,-0.5685050054988067,24,26.6,2.9,7.8,L,4.0,M,3.9,0.8,1.0,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8
210,5,22.0,0.5449400311776127,53,21.2,2.9,6.7,L,2.7,M,4.0,1.1,1.5,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8
211,1,24.0,1.1222819020468673,34,27.7,3.0,5.1,L,0.0,H,5.1,1.8,3.0,3.3,5.7,9.0,0.8,0.5,0.6,0.7,2.5,7.8
212,5,28.0,0.8748496716743296,41,21.3,2.9,7.4,L,3.5,M,3.9,0.7,0.8,0.3,2.0,2.3,1.1,0.6,0.1,0.6,1.1,7.7
213,3,33.0,-0.650982415622986,15,26.6,2.9,7.9,L,3.7,M,4.2,0.8,0.9,0.5,2.5,2.9,4.9,0.6,0.1,1.7,2.6,7.7
214,3,34.0,0.7098948514259712,72,28.1,2.9,6.3,L,2.8,M,3.5,0.6,0.7,0.3,2.9,3.2,4.2,0.9,0.1,1.2,1.9,7.6
215,3,24.0,1.1222819020468673,7,24.8,2.8,7.2,L,2.7,M,4.4,1.0,1.4,0.5,3.0,3.5,2.5,0.9,0.3,0.7,2.2,7.6
216,3,32.0,0.3799852109292543,0,20.0,2.6,5.8,L,2.5,M,3.4,1.6,2.2,0.3,1.9,2.2,1.8,0.9,0.2,1.0,1.9,7.6
217,1,27.0,0.627417441301792,16,21.7,3.2,7.0,L,1.7,M,5.3,0.6,0.8,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5
218,3,28.0,0.2975078008050751,0,19.0,2.4,5.6,L,2.7,L,2.9,1.7,2.1,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5
219,3,25.0,0.8748496716743296,14,24.6,2.7,6.7,L,3.1,L,3.6,0.8,0.9,0.4,1.7,2.1,4.4,0.6,0.1,1.5,2.3,7.5
220,0,22.0,1.0810431969847776,3,21.1,2.7,6.5,L,2.5,M,4.0,1.3,1.8,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5
221,5,26.0,0.17379168561880626,22,21.4,3.2,6.6,L,1.8,M,4.8,0.4,0.6,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,7.5
222,1,25.0,0.9573270817985089,15,18.5,2.9,6.3,L,0.6,M,5.8,1.3,1.8,1.8,3.0,4.8,0.9,0.6,0.4,1.1,2.4,7.4
223,1,28.0,0.9985657868605985,76,22.8,3.2,5.4,L,0.5,H,4.8,0.9,1.5,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3
224,3,23.0,0.9573270817985089,17,22.4,2.8,6.4,L,1.4,M,5.1,1.1,1.4,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3
